Afkomst,Gerecht,Ingrediënten,Wijnsoort,Smaakprofiel,Wijnstijl
Duitsland,Rinderroulade Bayerisch met citroen,"rundvlees, augurk, mosterd",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Spanje,Tortilla Española Casera uit de oven,"ui, aardappel, ei",Garnacha,"Fruitig, Rond, Zacht",Rood
Spanje,Pulpo a la Gallega Tradicional met citroen,"aardappel, inktvis, paprika",Albariño,"Fris, Aromatisch, Zacht",Wit
Frankrijk,Magret de Canard Provençale uit de oven,"rode wijnsaus, eend, aardappelgratin",Syrah,"Krachtig, Kruidig, Stevig",Rood
Duitsland,Rinderroulade vom Grill met truffel,"mosterd, rundvlees, augurk",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Spanje,Gazpacho Andaluz del Norte met roomsaus,"knoflook, komkommer, tomaat, olijfolie",Albariño,"Fris, Aromatisch, Zacht",Wit
Frankrijk,Magret de Canard Maison met verse basilicum,"aardappelgratin, eend, rode wijnsaus",Syrah,"Krachtig, Kruidig, Stevig",Rood
Italië,Bistecca alla Fiorentina del Mare met verse basilicum,"peper, rozemarijn, olijfolie, rundvlees",Chianti,"Droog, Kruidig, Vol",Rood
Frankrijk,Canard à l’Orange Régionale met saus,"honing, sinaasappel, boter",Pinot Noir,"Elegant, Droog, Licht",Rood
Spanje,Empanadas del Mar uit de oven,"paprika, gehakt, ui",Garnacha,"Fruitig, Rond, Zacht",Rood
Frankrijk,Magret de Canard au Vin met verse basilicum,"eend, aardappelgratin, rode wijnsaus",Syrah,"Krachtig, Kruidig, Stevig",Rood
Italië,Insalata Caprese Rustico uit de oven,"basilicum, mozzarella, tomaat",Pinot Grigio,"Fris, Licht, Droog",Wit
Italië,Tiramisu Classico met truffel,"mascarpone, eieren, cacao, suiker, koffie",Prosecco,"Fris, Mousserend, Licht",Mousserend
Frankrijk,Cassoulet Régionale met saus,"vlees, worst, tomaat",Syrah,"Krachtig, Kruidig, Stevig",Rood
Spanje,Chorizo al Vino del Mar van de chef,"chorizo, rode wijn, knoflook",Tempranillo,"Aards, Vol, Krachtig",Rood
Italië,Spaghetti alle Vongole Rustico speciale editie,"knoflook, venusschelpen, witte wijn",Pinot Grigio,"Fris, Licht, Droog",Wit
Italië,Bruschetta al Pomodoro Classico met verse groenten,"basilicum, olijfolie, stokbrood",Prosecco,"Fris, Mousserend, Licht",Mousserend
Nederland,Pannenkoeken met Appel Hollands met saus,"melk, appel, bloem",Rosé,"Licht, Fruitig, Fris",Rosé
Frankrijk,Coq au Vin Régionale met verse basilicum,"spekjes, ui, rode wijn",Pinot Noir,"Elegant, Droog, Licht",Rood
Italië,Insalata Caprese del Mare met olijven,"mozzarella, olijfolie, tomaat, basilicum",Pinot Grigio,"Fris, Licht, Droog",Wit
Frankrijk,Filet de Sole Maison met verse basilicum,"boter, vis, peterselie",Chardonnay,"Vol, Romig, Droog",Wit
Frankrijk,Coq au Vin Provençale met kruiden,"spekjes, rode wijn, kip",Pinot Noir,"Elegant, Droog, Licht",Rood
Spanje,Patatas Bravas del Norte met verse groenten,"paprika, tomaat, aardappel",Garnacha,"Fruitig, Rond, Zacht",Rood
Frankrijk,Entrecôte au Poivre à la Crème met olijven,"rundvlees, peper, room",Syrah,"Krachtig, Kruidig, Stevig",Rood
Italië,Lasagne alla Bolognese Tradizionale met verse groenten,"tomaat, kaas, gehakt, knoflook",Chianti,"Droog, Kruidig, Vol",Rood
Spanje,Chorizo al Vino Tradicional met olijven,"rode wijn, chorizo, knoflook",Tempranillo,"Aards, Vol, Krachtig",Rood
Spanje,Patatas Bravas del Mar uit de oven,"paprika, tomaat, aardappel",Garnacha,"Fruitig, Rond, Zacht",Rood
Italië,Spaghetti alle Vongole alla Casa uit de oven,"knoflook, venusschelpen, olijfolie",Pinot Grigio,"Fris, Licht, Droog",Wit
Italië,Insalata Caprese alla Toscana met kruiden,"olijfolie, mozzarella, tomaat, basilicum",Pinot Grigio,"Fris, Licht, Droog",Wit
Frankrijk,Magret de Canard de Lyon met citroen,"eend, aardappelgratin, rode wijnsaus",Syrah,"Krachtig, Kruidig, Stevig",Rood
Spanje,Chorizo al Vino Catalana met truffel,"rode wijn, knoflook, chorizo",Tempranillo,"Aards, Vol, Krachtig",Rood
Frankrijk,Cassoulet Maison met roomsaus,"worst, bonen, vlees",Syrah,"Krachtig, Kruidig, Stevig",Rood
Frankrijk,Filet de Sole Provençale met verse basilicum,"peterselie, vis, citroen, boter",Chardonnay,"Vol, Romig, Droog",Wit
Frankrijk,Canard à l’Orange Maison met champignons,"boter, sinaasappel, honing",Pinot Noir,"Elegant, Droog, Licht",Rood
Spanje,Merluza a la Plancha de la Casa met roomsaus,"citroen, peterselie, heek",Albariño,"Fris, Aromatisch, Zacht",Wit
Frankrijk,Canard à l’Orange de Lyon met champignons,"sinaasappel, eend, boter",Pinot Noir,"Elegant, Droog, Licht",Rood
Frankrijk,Canard à l’Orange Maison uit de oven,"boter, eend, honing, sinaasappel",Pinot Noir,"Elegant, Droog, Licht",Rood
Italië,Fritto Misto alla Casa met truffel,"citroen, inktvis, bloem, garnalen",Prosecco,"Fris, Mousserend, Licht",Mousserend
Frankrijk,Entrecôte au Poivre Provençale met champignons,"rundvlees, peper, room",Syrah,"Krachtig, Kruidig, Stevig",Rood
Italië,Risotto ai Funghi alla Casa met champignons,"kaas, paddenstoelen, room, rijst",Pinot Grigio,"Fris, Licht, Droog",Wit
Italië,Bruschetta al Pomodoro alla Casa met verse groenten,"stokbrood, olijfolie, basilicum",Prosecco,"Fris, Mousserend, Licht",Mousserend
Spanje,Empanadas Andaluz speciale editie,"gehakt, paprika, ui",Garnacha,"Fruitig, Rond, Zacht",Rood
Italië,Spaghetti alle Vongole Tradizionale met saus,"olijfolie, witte wijn, venusschelpen",Pinot Grigio,"Fris, Licht, Droog",Wit
Frankrijk,Cassoulet au Vin met citroen,"worst, bonen, tomaat, vlees",Syrah,"Krachtig, Kruidig, Stevig",Rood
Italië,Bruschetta al Pomodoro del Mare met truffel,"tomaat, basilicum, olijfolie",Prosecco,"Fris, Mousserend, Licht",Mousserend
Spanje,Merluza a la Plancha Tradicional met kruiden,"heek, peterselie, citroen",Albariño,"Fris, Aromatisch, Zacht",Wit
Duitsland,Kartoffelsalat nach Oma’s Rezept uit de oven,"azijn, ui, aardappel",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Nederland,Kipspies met Paprika met Kaas met saus,"kip, paprika, ui",Rosé,"Licht, Fruitig, Fris",Rosé
Spanje,Merluza a la Plancha del Norte met kruiden,"heek, peterselie, citroen",Albariño,"Fris, Aromatisch, Zacht",Wit
Italië,Insalata Caprese del Mare met verse basilicum,"olijfolie, tomaat, mozzarella, basilicum",Pinot Grigio,"Fris, Licht, Droog",Wit
Spanje,Paella Valenciana Andaluz met verse groenten,"rijst, garnalen, kip",Tempranillo,"Aards, Vol, Krachtig",Rood
Spanje,Pulpo a la Gallega Catalana met roomsaus,"paprika, aardappel, inktvis",Albariño,"Fris, Aromatisch, Zacht",Wit
Frankrijk,Coq au Vin Traditionnel speciale editie,"champignons, ui, kip",Pinot Noir,"Elegant, Droog, Licht",Rood
Italië,Bistecca alla Fiorentina Classico met citroen,"rundvlees, rozemarijn, olijfolie",Chianti,"Droog, Kruidig, Vol",Rood
Spanje,Paella Valenciana Casera met roomsaus,"rijst, garnalen, kip",Tempranillo,"Aards, Vol, Krachtig",Rood
Spanje,Empanadas del Mar met verse basilicum,"ui, paprika, gehakt",Garnacha,"Fruitig, Rond, Zacht",Rood
Italië,Spaghetti alle Vongole alla Casa met champignons,"witte wijn, knoflook, venusschelpen",Pinot Grigio,"Fris, Licht, Droog",Wit
Frankrijk,Canard à l’Orange Traditionnel met roomsaus,"eend, honing, sinaasappel, boter",Pinot Noir,"Elegant, Droog, Licht",Rood
Italië,Fritto Misto Rustico met truffel,"citroen, bloem, garnalen",Prosecco,"Fris, Mousserend, Licht",Mousserend
Frankrijk,Boeuf Bourguignon Traditionnel met verse groenten,"ui, rode wijn, rundvlees, wortel, tijm",Pinot Noir,"Elegant, Droog, Licht",Rood
Italië,Spaghetti alle Vongole Classico met kruiden,"venusschelpen, knoflook, olijfolie",Pinot Grigio,"Fris, Licht, Droog",Wit
Frankrijk,Filet de Sole au Vin met verse basilicum,"peterselie, boter, citroen, vis",Chardonnay,"Vol, Romig, Droog",Wit
Spanje,Gazpacho Andaluz Casera uit de oven,"komkommer, knoflook, olijfolie",Albariño,"Fris, Aromatisch, Zacht",Wit
Frankrijk,Coq au Vin Régionale met citroen,"rode wijn, ui, spekjes, champignons, kip",Pinot Noir,"Elegant, Droog, Licht",Rood
Italië,Pasta all’Amatriciana Tradizionale met olijven,"pecorino, guanciale, tomaat, peper, ui",Chianti,"Droog, Kruidig, Vol",Rood
Nederland,Haring met Ui Ambachtelijk met citroen,"ui, haring",Riesling,"Zoet, Fris, Aromatisch",Wit
Spanje,Albondigas en Salsa Tradicional met olijven,"ui, gehaktballetjes, tomatensaus",Tempranillo,"Aards, Vol, Krachtig",Rood
Frankrijk,Filet de Sole Traditionnel met citroen,"vis, citroen, boter, peterselie",Chardonnay,"Vol, Romig, Droog",Wit
Spanje,Albondigas en Salsa Andaluz met champignons,"ui, tomatensaus, gehaktballetjes",Tempranillo,"Aards, Vol, Krachtig",Rood
Italië,Bistecca alla Fiorentina Rustico van de chef,"olijfolie, citroen, rundvlees",Chianti,"Droog, Kruidig, Vol",Rood
Frankrijk,Poulet à la Crème de Lyon met roomsaus,"room, boter, kip",Chardonnay,"Vol, Romig, Droog",Wit
Frankrijk,Entrecôte au Poivre au Vin van de chef,"peper, room, rundvlees",Syrah,"Krachtig, Kruidig, Stevig",Rood
Italië,Bistecca alla Fiorentina Classico van de chef,"peper, olijfolie, rundvlees, citroen",Chianti,"Droog, Kruidig, Vol",Rood
Italië,Risotto ai Funghi del Mare speciale editie,"paddenstoelen, room, kaas, boter",Pinot Grigio,"Fris, Licht, Droog",Wit
Frankrijk,Poulet à la Crème Maison met roomsaus,"champignons, boter, room",Chardonnay,"Vol, Romig, Droog",Wit
Duitsland,Rinderroulade nach Oma’s Rezept met verse basilicum,"mosterd, augurk, rundvlees",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Frankrijk,Boeuf Bourguignon de Lyon met kruiden,"wortel, rundvlees, tijm, rode wijn",Pinot Noir,"Elegant, Droog, Licht",Rood
Spanje,Patatas Bravas del Mar met kruiden,"paprika, aardappel, tomaat",Garnacha,"Fruitig, Rond, Zacht",Rood
Frankrijk,Coq au Vin Traditionnel van de chef,"spekjes, kip, champignons, rode wijn, ui",Pinot Noir,"Elegant, Droog, Licht",Rood
Spanje,Albondigas en Salsa de la Casa met verse basilicum,"ui, tomatensaus, gehaktballetjes",Tempranillo,"Aards, Vol, Krachtig",Rood
Spanje,Tortilla Española del Mar met verse basilicum,"ei, aardappel, ui",Garnacha,"Fruitig, Rond, Zacht",Rood
Italië,Tiramisu al Forno met truffel,"koffie, cacao, suiker",Prosecco,"Fris, Mousserend, Licht",Mousserend
Italië,Bruschetta al Pomodoro al Forno van de chef,"basilicum, tomaat, olijfolie",Prosecco,"Fris, Mousserend, Licht",Mousserend
Italië,Lasagne alla Bolognese Tradizionale met truffel,"knoflook, kaas, ui, gehakt, tomaat",Chianti,"Droog, Kruidig, Vol",Rood
Frankrijk,Magret de Canard Maison uit de oven,"eend, rode wijnsaus, aardappelgratin",Syrah,"Krachtig, Kruidig, Stevig",Rood
Frankrijk,Poulet à la Crème à la Crème van de chef,"champignons, kip, room, boter",Chardonnay,"Vol, Romig, Droog",Wit
Italië,Bistecca alla Fiorentina alla Casa met verse groenten,"olijfolie, rundvlees, citroen, rozemarijn, peper",Chianti,"Droog, Kruidig, Vol",Rood
Frankrijk,Boeuf Bourguignon Maison met citroen,"tijm, ui, rode wijn",Pinot Noir,"Elegant, Droog, Licht",Rood
Italië,Insalata Caprese Rustico met champignons,"olijfolie, basilicum, mozzarella",Pinot Grigio,"Fris, Licht, Droog",Wit
Spanje,Chorizo al Vino de la Casa met verse basilicum,"rode wijn, knoflook, chorizo",Tempranillo,"Aards, Vol, Krachtig",Rood
Duitsland,Forelle Müllerin vom Grill uit de oven,"boter, forel, citroen",Riesling,"Zoet, Fris, Aromatisch",Wit
Italië,Bistecca alla Fiorentina Classico met kruiden,"rundvlees, citroen, olijfolie, peper, rozemarijn",Chianti,"Droog, Kruidig, Vol",Rood
Frankrijk,Filet de Sole Provençale met citroen,"citroen, peterselie, boter, vis",Chardonnay,"Vol, Romig, Droog",Wit
Duitsland,Rinderroulade Klassisch met champignons,"mosterd, rundvlees, augurk",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Frankrijk,Boeuf Bourguignon Régionale met roomsaus,"rode wijn, tijm, ui, wortel",Pinot Noir,"Elegant, Droog, Licht",Rood
Nederland,Kibbeling van het Huis uit de oven,"citroen, beslag, witvis",Riesling,"Zoet, Fris, Aromatisch",Wit
Spanje,Chorizo al Vino Catalana met roomsaus,"chorizo, knoflook, rode wijn",Tempranillo,"Aards, Vol, Krachtig",Rood
Italië,Fritto Misto Tradizionale met verse groenten,"inktvis, bloem, garnalen",Prosecco,"Fris, Mousserend, Licht",Mousserend
Italië,Fritto Misto del Mare van de chef,"bloem, garnalen, inktvis",Prosecco,"Fris, Mousserend, Licht",Mousserend
Italië,Fritto Misto alla Toscana speciale editie,"garnalen, bloem, citroen, inktvis",Prosecco,"Fris, Mousserend, Licht",Mousserend
Italië,Lasagne alla Bolognese del Mare met champignons,"kaas, ui, tomaat, gehakt",Chianti,"Droog, Kruidig, Vol",Rood
Frankrijk,Cassoulet à la Crème met roomsaus,"tomaat, worst, bonen",Syrah,"Krachtig, Kruidig, Stevig",Rood
Frankrijk,Poulet à la Crème Maison met truffel,"champignons, room, boter",Chardonnay,"Vol, Romig, Droog",Wit
Spanje,Chorizo al Vino Casera met verse groenten,"knoflook, rode wijn, chorizo",Tempranillo,"Aards, Vol, Krachtig",Rood
Spanje,Chorizo al Vino de la Casa met verse groenten,"chorizo, rode wijn, knoflook",Tempranillo,"Aards, Vol, Krachtig",Rood
Spanje,Albondigas en Salsa Tradicional met kruiden,"gehaktballetjes, tomatensaus, ui",Tempranillo,"Aards, Vol, Krachtig",Rood
Frankrijk,Poulet à la Crème Maison speciale editie,"boter, kip, champignons, room",Chardonnay,"Vol, Romig, Droog",Wit
Italië,Pasta all’Amatriciana Rustico met citroen,"pecorino, peper, guanciale, tomaat",Chianti,"Droog, Kruidig, Vol",Rood
Spanje,Paella Valenciana Catalana met verse groenten,"rijst, saffraan, kip",Tempranillo,"Aards, Vol, Krachtig",Rood
Spanje,Albondigas en Salsa Catalana met saus,"ui, tomatensaus, gehaktballetjes",Tempranillo,"Aards, Vol, Krachtig",Rood
Nederland,Haring met Ui Hollands met verse groenten,"ui, haring",Riesling,"Zoet, Fris, Aromatisch",Wit
Frankrijk,Canard à l’Orange Traditionnel met kruiden,"boter, honing, sinaasappel, eend",Pinot Noir,"Elegant, Droog, Licht",Rood
Frankrijk,Coq au Vin Provençale met verse groenten,"ui, spekjes, kip, rode wijn",Pinot Noir,"Elegant, Droog, Licht",Rood
Italië,Bruschetta al Pomodoro Rustico met verse groenten,"basilicum, olijfolie, stokbrood",Prosecco,"Fris, Mousserend, Licht",Mousserend
Frankrijk,Magret de Canard de Lyon speciale editie,"eend, rode wijnsaus, aardappelgratin",Syrah,"Krachtig, Kruidig, Stevig",Rood
Spanje,Pulpo a la Gallega Andaluz speciale editie,"paprika, inktvis, aardappel",Albariño,"Fris, Aromatisch, Zacht",Wit
Italië,Lasagne alla Bolognese alla Toscana met olijven,"ui, knoflook, gehakt, kaas, tomaat",Chianti,"Droog, Kruidig, Vol",Rood
Frankrijk,Magret de Canard au Vin met roomsaus,"eend, aardappelgratin, rode wijnsaus",Syrah,"Krachtig, Kruidig, Stevig",Rood
Frankrijk,Filet de Sole à la Crème van de chef,"citroen, boter, peterselie",Chardonnay,"Vol, Romig, Droog",Wit
Spanje,Gazpacho Andaluz Andaluz met verse basilicum,"olijfolie, knoflook, komkommer",Albariño,"Fris, Aromatisch, Zacht",Wit
Spanje,Albondigas en Salsa del Norte met saus,"ui, tomatensaus, gehaktballetjes",Tempranillo,"Aards, Vol, Krachtig",Rood
Italië,Tiramisu Classico met olijven,"suiker, mascarpone, eieren",Prosecco,"Fris, Mousserend, Licht",Mousserend
Italië,Lasagne alla Bolognese del Mare met verse basilicum,"gehakt, kaas, knoflook",Chianti,"Droog, Kruidig, Vol",Rood
Italië,Tiramisu alla Toscana met kruiden,"mascarpone, koffie, eieren, suiker, cacao",Prosecco,"Fris, Mousserend, Licht",Mousserend
Italië,Bruschetta al Pomodoro del Mare speciale editie,"olijfolie, basilicum, stokbrood",Prosecco,"Fris, Mousserend, Licht",Mousserend
Spanje,Gazpacho Andaluz del Mar met verse groenten,"tomaat, komkommer, olijfolie",Albariño,"Fris, Aromatisch, Zacht",Wit
Italië,Risotto ai Funghi Classico met citroen,"boter, room, paddenstoelen, rijst, kaas",Pinot Grigio,"Fris, Licht, Droog",Wit
Spanje,Pulpo a la Gallega Casera met truffel,"paprika, inktvis, aardappel",Albariño,"Fris, Aromatisch, Zacht",Wit
Spanje,Merluza a la Plancha del Norte met champignons,"citroen, heek, peterselie",Albariño,"Fris, Aromatisch, Zacht",Wit
Italië,Risotto ai Funghi Tradizionale met roomsaus,"rijst, boter, room, kaas, paddenstoelen",Pinot Grigio,"Fris, Licht, Droog",Wit
Duitsland,Rinderroulade Rheinisch met roomsaus,"augurk, mosterd, rundvlees",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Spanje,Pulpo a la Gallega del Norte met citroen,"paprika, inktvis, aardappel",Albariño,"Fris, Aromatisch, Zacht",Wit
Spanje,Albondigas en Salsa del Mar met roomsaus,"ui, tomatensaus, gehaktballetjes",Tempranillo,"Aards, Vol, Krachtig",Rood
Spanje,Tortilla Española Catalana met saus,"ui, ei, aardappel",Garnacha,"Fruitig, Rond, Zacht",Rood
Frankrijk,Quiche Lorraine Régionale met olijven,"eieren, room, kaas, spek",Chardonnay,"Vol, Romig, Droog",Wit
Frankrijk,Magret de Canard de Lyon uit de oven,"aardappelgratin, eend, rode wijnsaus",Syrah,"Krachtig, Kruidig, Stevig",Rood
Nederland,Kipspies met Paprika Ambachtelijk met truffel,"kip, paprika, ui",Rosé,"Licht, Fruitig, Fris",Rosé
Spanje,Gazpacho Andaluz Tradicional met olijven,"komkommer, tomaat, olijfolie, knoflook",Albariño,"Fris, Aromatisch, Zacht",Wit
Frankrijk,Entrecôte au Poivre Maison van de chef,"rundvlees, peper, room",Syrah,"Krachtig, Kruidig, Stevig",Rood
Italië,Fritto Misto Tradizionale met champignons,"garnalen, bloem, inktvis",Prosecco,"Fris, Mousserend, Licht",Mousserend
Italië,Bistecca alla Fiorentina alla Casa met roomsaus,"citroen, olijfolie, rozemarijn, rundvlees, peper",Chianti,"Droog, Kruidig, Vol",Rood
Spanje,Tortilla Española Casera speciale editie,"aardappel, ui, ei",Garnacha,"Fruitig, Rond, Zacht",Rood
Nederland,Pannenkoeken met Appel met Kaas uit de oven,"bloem, appel, melk",Rosé,"Licht, Fruitig, Fris",Rosé
Italië,Fritto Misto al Forno met verse groenten,"inktvis, bloem, garnalen, citroen",Prosecco,"Fris, Mousserend, Licht",Mousserend
Italië,Spaghetti alle Vongole del Mare uit de oven,"witte wijn, olijfolie, knoflook",Pinot Grigio,"Fris, Licht, Droog",Wit
Spanje,Chorizo al Vino Andaluz uit de oven,"knoflook, chorizo, rode wijn",Tempranillo,"Aards, Vol, Krachtig",Rood
Duitsland,Apfelstrudel Hausgemacht uit de oven,"deeg, kaneel, appel",Riesling,"Zoet, Fris, Aromatisch",Wit
Italië,Fritto Misto Classico uit de oven,"inktvis, garnalen, bloem, citroen",Prosecco,"Fris, Mousserend, Licht",Mousserend
Frankrijk,Cassoulet Traditionnel met truffel,"tomaat, vlees, worst",Syrah,"Krachtig, Kruidig, Stevig",Rood
Nederland,Pannenkoeken met Appel Ouderwets met truffel,"melk, appel, bloem",Rosé,"Licht, Fruitig, Fris",Rosé
Italië,Tiramisu alla Casa speciale editie,"cacao, eieren, koffie, suiker, mascarpone",Prosecco,"Fris, Mousserend, Licht",Mousserend
Italië,Bruschetta al Pomodoro Classico met truffel,"basilicum, olijfolie, stokbrood, tomaat",Prosecco,"Fris, Mousserend, Licht",Mousserend
Spanje,Empanadas Tradicional met saus,"ui, paprika, gehakt",Garnacha,"Fruitig, Rond, Zacht",Rood
Italië,Tiramisu Classico van de chef,"koffie, mascarpone, cacao",Prosecco,"Fris, Mousserend, Licht",Mousserend
Frankrijk,Canard à l’Orange Régionale met olijven,"honing, eend, boter",Pinot Noir,"Elegant, Droog, Licht",Rood
Italië,Risotto ai Funghi del Mare met champignons,"room, kaas, rijst, paddenstoelen",Pinot Grigio,"Fris, Licht, Droog",Wit
Frankrijk,Cassoulet au Vin met saus,"worst, vlees, bonen",Syrah,"Krachtig, Kruidig, Stevig",Rood
Italië,Fritto Misto alla Toscana met champignons,"bloem, inktvis, garnalen, citroen",Prosecco,"Fris, Mousserend, Licht",Mousserend
Frankrijk,Canard à l’Orange de Lyon met truffel,"eend, sinaasappel, honing, boter",Pinot Noir,"Elegant, Droog, Licht",Rood
Spanje,Albondigas en Salsa de la Casa uit de oven,"tomatensaus, ui, gehaktballetjes",Tempranillo,"Aards, Vol, Krachtig",Rood
Nederland,Kipspies met Paprika Hollands uit de oven,"paprika, kip, ui",Rosé,"Licht, Fruitig, Fris",Rosé
Italië,Bistecca alla Fiorentina alla Toscana met kruiden,"peper, rundvlees, citroen, olijfolie, rozemarijn",Chianti,"Droog, Kruidig, Vol",Rood
Spanje,Merluza a la Plancha del Mar met olijven,"citroen, peterselie, heek",Albariño,"Fris, Aromatisch, Zacht",Wit
Frankrijk,Poulet à la Crème Traditionnel speciale editie,"champignons, kip, boter",Chardonnay,"Vol, Romig, Droog",Wit
Spanje,Paella Valenciana Casera uit de oven,"garnalen, saffraan, kip",Tempranillo,"Aards, Vol, Krachtig",Rood
Frankrijk,Entrecôte au Poivre Maison met olijven,"room, peper, rundvlees",Syrah,"Krachtig, Kruidig, Stevig",Rood
Frankrijk,Coq au Vin à la Crème van de chef,"rode wijn, champignons, kip, spekjes, ui",Pinot Noir,"Elegant, Droog, Licht",Rood
Spanje,Albondigas en Salsa Catalana met kruiden,"ui, tomatensaus, gehaktballetjes",Tempranillo,"Aards, Vol, Krachtig",Rood
